img-dnn,xapian,masstree,50,20,100,hist
1.955,4.605,3.544,0.0391,0.23025,0.03544,0.101596667
1.974,6.252,3.284,0.03948,0.3126,0.03284,0.128306667
2.485,6.008,3.822,0.0497,0.3004,0.03822,0.12944
2.004,4.629,5.836,0.04008,0.23145,0.05836,0.109963333
1.642,4.855,3.388,0.03284,0.24275,0.03388,0.103156667
1.714,4.713,4.578,0.03428,0.23565,0.04578,0.105236667
1.619,5.437,51.566,0.03238,0.27185,0.51566,0.273296667
2.29,4.85,5.909,0.0458,0.2425,0.05909,0.115796667
1.984,9.14,3.363,0.03968,0.457,0.03363,0.17677
1.753,4.868,3.58,0.03506,0.2434,0.0358,0.104753333
1.916,4.762,3.234,0.03832,0.2381,0.03234,0.10292
2.272,5.446,3.646,0.04544,0.2723,0.03646,0.118066667
1.662,4.847,3.261,0.03324,0.24235,0.03261,0.102733333
1.916,8.819,5.835,0.03832,0.44095,0.05835,0.179206667
1.912,5.06,3.565,0.03824,0.253,0.03565,0.108963333
1.663,5.812,69.866,0.03326,0.2906,0.69866,0.34084
1.741,4.862,3.324,0.03482,0.2431,0.03324,0.10372
2.465,4.813,5.822,0.0493,0.24065,0.05822,0.116056667
2.326,5.015,5.908,0.04652,0.25075,0.05908,0.118783333
1.898,4.933,3.238,0.03796,0.24665,0.03238,0.105663333
2.001,4.82,3.353,0.04002,0.241,0.03353,0.10485
1.949,6.107,3.76,0.03898,0.30535,0.0376,0.12731
3.355,5.794,4.587,0.0671,0.2897,0.04587,0.134223333
1.69,4.895,4.92,0.0338,0.24475,0.0492,0.10925
4.249,4.836,5.843,0.08498,0.2418,0.05843,0.128403333
1.755,5.09,3.275,0.0351,0.2545,0.03275,0.10745
1.937,6.219,3.339,0.03874,0.31095,0.03339,0.127693333
310.052,5.985,9.577,6.20104,0.29925,0.09577,2.198686667
2.328,5.711,3.315,0.04656,0.28555,0.03315,0.121753333
527.969,8.08,55.168,10.55938,0.404,0.55168,3.838353333
3.567,5.653,4.757,0.07134,0.28265,0.04757,0.133853333
1.975,5.409,3.512,0.0395,0.27045,0.03512,0.115023333
1.648,5.688,68.595,0.03296,0.2844,0.68595,0.334436667
1.889,9.26,3.522,0.03778,0.463,0.03522,0.178666667
1.916,4.774,3.538,0.03832,0.2387,0.03538,0.104133333
1.724,5.062,3.215,0.03448,0.2531,0.03215,0.106576667
1.626,4.967,4.857,0.03252,0.24835,0.04857,0.109813333
2.036,5.93,3.609,0.04072,0.2965,0.03609,0.124436667
4.016,5.737,4.452,0.08032,0.28685,0.04452,0.13723
2.125,4.901,5.738,0.0425,0.24505,0.05738,0.114976667
1.71,5.489,57.327,0.0342,0.27445,0.57327,0.293973333
1.778,4.948,4.767,0.03556,0.2474,0.04767,0.11021
3.359,5.103,5.526,0.06718,0.25515,0.05526,0.125863333
2.187,6.587,3.693,0.04374,0.32935,0.03693,0.136673333
1.692,5.728,3.204,0.03384,0.2864,0.03204,0.117426667
1.922,4.908,3.367,0.03844,0.2454,0.03367,0.105836667
1.7,9.474,4.753,0.034,0.4737,0.04753,0.185076667
1.884,4.799,3.268,0.03768,0.23995,0.03268,0.103436667
3.603,9.456,6.753,0.07206,0.4728,0.06753,0.20413
1.905,5.004,3.502,0.0381,0.2502,0.03502,0.107773333
1.905,25.007,3.485,0.0381,1.25035,0.03485,0.4411
1.65,6.593,4.806,0.033,0.32965,0.04806,0.136903333
2.194,4.996,6.156,0.04388,0.2498,0.06156,0.118413333
1.953,8.599,3.211,0.03906,0.42995,0.03211,0.16704
1.6,5.745,3.749,0.032,0.28725,0.03749,0.118913333
1.722,4.81,4.662,0.03444,0.2405,0.04662,0.107186667
1.959,4.762,3.302,0.03918,0.2381,0.03302,0.103433333
2.066,5.34,3.589,0.04132,0.267,0.03589,0.114736667
2.383,4.858,3.565,0.04766,0.2429,0.03565,0.108736667
1.663,4.764,3.488,0.03326,0.2382,0.03488,0.102113333
1.926,8.887,3.511,0.03852,0.44435,0.03511,0.17266
1.905,4.849,3.402,0.0381,0.24245,0.03402,0.104856667
1.694,5.692,31.674,0.03388,0.2846,0.31674,0.21174
2.771,6.349,5.165,0.05542,0.31745,0.05165,0.141506667
1.985,4.553,3.263,0.0397,0.22765,0.03263,0.099993333
1.975,8.331,3.248,0.0395,0.41655,0.03248,0.162843333
1.8,5.19,4.841,0.036,0.2595,0.04841,0.114636667
5.852,9.061,7.386,0.11704,0.45305,0.07386,0.21465
2.894,5.934,4.745,0.05788,0.2967,0.04745,0.13401
446.205,5.431,4.773,8.9241,0.27155,0.04773,3.081126667
1.952,4.916,5.868,0.03904,0.2458,0.05868,0.114506667
3.817,5.425,4.531,0.07634,0.27125,0.04531,0.130966667
10.383,5.106,5.245,0.20766,0.2553,0.05245,0.171803333
1.715,5.584,40.021,0.0343,0.2792,0.40021,0.237903333
1.703,5.477,40.355,0.03406,0.27385,0.40355,0.237153333
1.889,4.906,3.595,0.03778,0.2453,0.03595,0.106343333
1.971,9.28,3.14,0.03942,0.464,0.0314,0.178273333
1.934,4.803,3.226,0.03868,0.24015,0.03226,0.103696667
2.022,5.659,3.272,0.04044,0.28295,0.03272,0.118703333
1.689,4.854,4.852,0.03378,0.2427,0.04852,0.108333333
1.76,4.838,4.859,0.0352,0.2419,0.04859,0.108563333
1.708,4.737,4.817,0.03416,0.23685,0.04817,0.106393333
2.255,5.551,3.437,0.0451,0.27755,0.03437,0.119006667
1.996,9.138,3.28,0.03992,0.4569,0.0328,0.17654
1.453,4.693,5.754,0.02906,0.23465,0.05754,0.107083333
1.715,5.874,66.784,0.0343,0.2937,0.66784,0.331946667
2,4.765,3.273,0.04,0.23825,0.03273,0.10366
1.955,8.943,3.357,0.0391,0.44715,0.03357,0.173273333
1.755,4.634,4.571,0.0351,0.2317,0.04571,0.10417
1.948,9.238,3.549,0.03896,0.4619,0.03549,0.178783333
1.917,4.745,3.206,0.03834,0.23725,0.03206,0.10255
2.706,5.103,5.855,0.05412,0.25515,0.05855,0.122606667
3.704,5.687,4.579,0.07408,0.28435,0.04579,0.13474
1.938,8.06,3.511,0.03876,0.403,0.03511,0.158956667
414.625,6.562,9.404,8.2925,0.3281,0.09404,2.90488
1.788,4.817,5.675,0.03576,0.24085,0.05675,0.11112
2.263,5.693,3.63,0.04526,0.28465,0.0363,0.12207
1.726,5.384,38.327,0.03452,0.2692,0.38327,0.228996667
1.841,5.688,3.133,0.03682,0.2844,0.03133,0.117516667
1.679,6.347,4.639,0.03358,0.31735,0.04639,0.13244
4.064,5.069,6.158,0.08128,0.25345,0.06158,0.132103333
1.707,4.869,4.715,0.03414,0.24345,0.04715,0.108246667
1.811,5.466,3.301,0.03622,0.2733,0.03301,0.114176667
1.866,4.817,3.496,0.03732,0.24085,0.03496,0.104376667
1.959,8.938,3.504,0.03918,0.4469,0.03504,0.173706667
2.866,9.144,4.821,0.05732,0.4572,0.04821,0.187576667
1.827,6.701,43.013,0.03654,0.33505,0.43013,0.26724
2.321,5.465,3.371,0.04642,0.27325,0.03371,0.117793333
1.67,5.593,40.786,0.0334,0.27965,0.40786,0.240303333
1.923,6.446,3.487,0.03846,0.3223,0.03487,0.131876667
1.755,5.652,57.771,0.0351,0.2826,0.57771,0.29847
2.948,7.401,37.676,0.05896,0.37005,0.37676,0.26859
1.699,6.425,4.616,0.03398,0.32125,0.04616,0.133796667
2.303,5.766,3.311,0.04606,0.2883,0.03311,0.12249
1.797,4.816,3.625,0.03594,0.2408,0.03625,0.10433
2.149,6.205,70.013,0.04298,0.31025,0.70013,0.35112
1.947,4.866,3.278,0.03894,0.2433,0.03278,0.105006667
1.678,6.261,4.878,0.03356,0.31305,0.04878,0.131796667
3.814,4.914,5.832,0.07628,0.2457,0.05832,0.126766667
1.887,4.924,3.583,0.03774,0.2462,0.03583,0.10659
10.696,6.133,6.34,0.21392,0.30665,0.0634,0.194656667
1.873,6.67,68.146,0.03746,0.3335,0.68146,0.350806667
1.907,5.836,5.803,0.03814,0.2918,0.05803,0.129323333
1.721,5.464,63.986,0.03442,0.2732,0.63986,0.315826667
8.21,5.432,3.637,0.1642,0.2716,0.03637,0.15739
1.959,6.742,43.634,0.03918,0.3371,0.43634,0.270873333
1.925,4.927,3.211,0.0385,0.24635,0.03211,0.105653333
1.721,5.495,45.547,0.03442,0.27475,0.45547,0.25488
5.951,4.832,7.394,0.11902,0.2416,0.07394,0.144853333
1.886,8.862,3.356,0.03772,0.4431,0.03356,0.17146
5.708,5.784,4.669,0.11416,0.2892,0.04669,0.150016667
1.973,4.788,3.179,0.03946,0.2394,0.03179,0.10355
1.754,5.669,55.399,0.03508,0.28345,0.55399,0.29084
3.483,5.124,5.67,0.06966,0.2562,0.0567,0.12752
1.945,5.027,3.336,0.0389,0.25135,0.03336,0.10787
3.763,4.791,5.677,0.07526,0.23955,0.05677,0.12386
1.878,5.901,5.835,0.03756,0.29505,0.05835,0.13032
1.682,5.694,3.496,0.03364,0.2847,0.03496,0.117766667
1.955,4.783,3.639,0.0391,0.23915,0.03639,0.10488
1.964,9.148,3.378,0.03928,0.4574,0.03378,0.17682
5.97,5.017,5.447,0.1194,0.25085,0.05447,0.141573333
2.156,6.443,3.514,0.04312,0.32215,0.03514,0.13347
1.89,4.665,3.608,0.0378,0.23325,0.03608,0.102376667
1.919,8.827,3.695,0.03838,0.44135,0.03695,0.172226667
1.503,4.93,5.634,0.03006,0.2465,0.05634,0.110966667
2.095,4.889,6.218,0.0419,0.24445,0.06218,0.116176667
2.027,5.601,3.677,0.04054,0.28005,0.03677,0.11912
1.853,4.815,5.499,0.03706,0.24075,0.05499,0.110933333
1.93,8.936,3.58,0.0386,0.4468,0.0358,0.173733333
1.937,4.967,3.467,0.03874,0.24835,0.03467,0.107253333
2.476,6.403,3.497,0.04952,0.32015,0.03497,0.13488
1.807,4.839,3.425,0.03614,0.24195,0.03425,0.104113333
2.069,4.866,4.656,0.04138,0.2433,0.04656,0.110413333
1.694,4.851,4.523,0.03388,0.24255,0.04523,0.10722
427.244,5.35,5.068,8.54488,0.2675,0.05068,2.954353333
1.907,4.611,5.714,0.03814,0.23055,0.05714,0.10861
1.803,5.697,73.139,0.03606,0.28485,0.73139,0.350766667
1.945,4.823,3.477,0.0389,0.24115,0.03477,0.10494
1.893,8.801,3.551,0.03786,0.44005,0.03551,0.17114
2.445,6.476,3.527,0.0489,0.3238,0.03527,0.13599
1.861,5.642,66.404,0.03722,0.2821,0.66404,0.327786667
4.092,5.467,4.672,0.08184,0.27335,0.04672,0.13397
3.174,4.902,5.368,0.06348,0.2451,0.05368,0.120753333
1.833,9.302,3.099,0.03666,0.4651,0.03099,0.177583333
1.663,4.843,4.913,0.03326,0.24215,0.04913,0.10818
1.737,5.931,65.846,0.03474,0.29655,0.65846,0.329916667
1.646,5.149,3.308,0.03292,0.25745,0.03308,0.107816667
2.305,5.075,5.653,0.0461,0.25375,0.05653,0.118793333
2.787,5.851,4.623,0.05574,0.29255,0.04623,0.131506667
6.42,5.98,6.158,0.1284,0.299,0.06158,0.162993333
1.766,5.177,3.618,0.03532,0.25885,0.03618,0.110116667
3.034,5.039,3.783,0.06068,0.25195,0.03783,0.11682
1.912,9.115,3.711,0.03824,0.45575,0.03711,0.177033333
1.871,5.029,3.588,0.03742,0.25145,0.03588,0.10825
2.294,4.777,6.164,0.04588,0.23885,0.06164,0.115456667
2.118,5.631,3.612,0.04236,0.28155,0.03612,0.12001
1.974,8.283,3.658,0.03948,0.41415,0.03658,0.163403333
2.425,6.542,3.487,0.0485,0.3271,0.03487,0.136823333
291.428,5.487,4.841,5.82856,0.27435,0.04841,2.05044
1.908,4.758,3.525,0.03816,0.2379,0.03525,0.10377
3.145,4.907,3.756,0.0629,0.24535,0.03756,0.11527
2.034,5.009,3.862,0.04068,0.25045,0.03862,0.109916667
3.77,7.105,40.124,0.0754,0.35525,0.40124,0.277296667
2.296,6.438,4.859,0.04592,0.3219,0.04859,0.138803333
2.022,6.646,44.486,0.04044,0.3323,0.44486,0.272533333
1.983,4.797,3.221,0.03966,0.23985,0.03221,0.103906667
1.759,4.669,4.624,0.03518,0.23345,0.04624,0.104956667
3.452,4.867,5.847,0.06904,0.24335,0.05847,0.12362
1.651,6.05,3.473,0.03302,0.3025,0.03473,0.123416667
9.805,6.378,6.236,0.1961,0.3189,0.06236,0.192453333
3.556,7.193,38.503,0.07112,0.35965,0.38503,0.271933333
2.407,7.2,3.788,0.04814,0.36,0.03788,0.148673333
2.309,7.263,3.442,0.04618,0.36315,0.03442,0.147916667
2.833,4.871,3.4,0.05666,0.24355,0.034,0.111403333
2.013,5.245,3.152,0.04026,0.26225,0.03152,0.111343333
1.782,5.643,59.848,0.03564,0.28215,0.59848,0.305423333
3.276,5.884,5.006,0.06552,0.2942,0.05006,0.136593333
1.767,5.684,60.364,0.03534,0.2842,0.60364,0.307726667
3.183,7.18,4.614,0.06366,0.359,0.04614,0.156266667
1.743,6.751,58.024,0.03486,0.33755,0.58024,0.31755
1.971,6.643,3.536,0.03942,0.33215,0.03536,0.135643333
1.808,5.646,59.913,0.03616,0.2823,0.59913,0.305863333
2.269,6.519,3.55,0.04538,0.32595,0.0355,0.13561
2.199,5.626,3.491,0.04398,0.2813,0.03491,0.120063333
4.405,7.37,53.413,0.0881,0.3685,0.53413,0.330243333
1.778,4.807,3.25,0.03556,0.24035,0.0325,0.102803333
1.959,8.353,3.219,0.03918,0.41765,0.03219,0.163006667
539.95,6.343,8.955,10.799,0.31715,0.08955,3.735233333
1.684,5.641,56.241,0.03368,0.28205,0.56241,0.292713333
3.167,6.547,4.882,0.06334,0.32735,0.04882,0.146503333
1.68,4.935,4.756,0.0336,0.24675,0.04756,0.109303333
1.712,5.866,35.524,0.03424,0.2933,0.35524,0.227593333
2.015,4.815,3.322,0.0403,0.24075,0.03322,0.104756667
1.945,5.67,3.348,0.0389,0.2835,0.03348,0.118626667
349.953,5.515,4.756,6.99906,0.27575,0.04756,2.44079
1.596,4.898,3.473,0.03192,0.2449,0.03473,0.10385
3.463,6.999,38.22,0.06926,0.34995,0.3822,0.267136667
342.952,5.833,10.188,6.85904,0.29165,0.10188,2.417523333
1.726,4.79,4.704,0.03452,0.2395,0.04704,0.10702
2.16,4.98,5.513,0.0432,0.249,0.05513,0.115776667
1.923,5.135,3.187,0.03846,0.25675,0.03187,0.109026667
398.862,5.493,4.752,7.97724,0.27465,0.04752,2.76647
1.999,4.783,3.547,0.03998,0.23915,0.03547,0.104866667
5.512,5.992,7.768,0.11024,0.2996,0.07768,0.162506667
1.675,5.754,54.775,0.0335,0.2877,0.54775,0.28965
1.897,9.501,3.346,0.03794,0.47505,0.03346,0.18215
3.856,7.469,54.094,0.07712,0.37345,0.54094,0.330503333
1.94,9.142,3.233,0.0388,0.4571,0.03233,0.176076667
276.453,5.688,4.931,5.52906,0.2844,0.04931,1.954256667
1.624,5.042,3.685,0.03248,0.2521,0.03685,0.107143333
1.983,9.462,3.179,0.03966,0.4731,0.03179,0.181516667
1.953,4.877,3.203,0.03906,0.24385,0.03203,0.10498
1.893,6.641,3.328,0.03786,0.33205,0.03328,0.134396667
351.653,5.606,4.694,7.03306,0.2803,0.04694,2.453433333
1.921,4.956,3.522,0.03842,0.2478,0.03522,0.107146667
2.928,5.451,3.516,0.05856,0.27255,0.03516,0.12209
3.222,2672.419,5.879,0.06444,133.62095,0.05879,44.58139333
1.93,5.076,5.695,0.0386,0.2538,0.05695,0.11645
4.655,4.855,5.956,0.0931,0.24275,0.05956,0.131803333
1.958,9.549,3.431,0.03916,0.47745,0.03431,0.18364
2.904,7.527,46.77,0.05808,0.37635,0.4677,0.30071
2.119,5.669,3.439,0.04238,0.28345,0.03439,0.120073333
2.275,6.536,62.467,0.0455,0.3268,0.62467,0.332323333
3.128,5.613,4.679,0.06256,0.28065,0.04679,0.13
9.047,6.049,6.319,0.18094,0.30245,0.06319,0.182193333
2.889,7.43,40.041,0.05778,0.3715,0.40041,0.276563333
5.093,5.606,4.816,0.10186,0.2803,0.04816,0.14344
3.998,5.736,4.878,0.07996,0.2868,0.04878,0.138513333
9.115,5.99,6.048,0.1823,0.2995,0.06048,0.18076
2.307,8.27,3.632,0.04614,0.4135,0.03632,0.16532
2.207,7.248,3.481,0.04414,0.3624,0.03481,0.147116667
6.402,7.166,68.326,0.12804,0.3583,0.68326,0.389866667
3.865,4.719,7.241,0.0773,0.23595,0.07241,0.128553333
3.327,7.321,70.89,0.06654,0.36605,0.7089,0.380496667
1.897,4.825,3.298,0.03794,0.24125,0.03298,0.104056667
3.265,5.708,4.74,0.0653,0.2854,0.0474,0.1327
1.699,2582.462,5.685,0.03398,129.1231,0.05685,43.07131
1.805,10.289,6.04,0.0361,0.51445,0.0604,0.20365
2.961,4.812,3.626,0.05922,0.2406,0.03626,0.112026667
2.459,8.854,3.713,0.04918,0.4427,0.03713,0.176336667
2.93,4.817,3.558,0.0586,0.24085,0.03558,0.111676667
2.92,7.53,36.488,0.0584,0.3765,0.36488,0.266593333
1.94,6.008,3.233,0.0388,0.3004,0.03233,0.123843333
3.292,4.882,3.628,0.06584,0.2441,0.03628,0.115406667
3.864,7.437,62.641,0.07728,0.37185,0.62641,0.358513333
1.918,8.396,3.364,0.03836,0.4198,0.03364,0.163933333
3.901,4.795,5.028,0.07802,0.23975,0.05028,0.122683333
1.927,6.662,47.681,0.03854,0.3331,0.47681,0.282816667
2.437,5.462,122.882,0.04874,0.2731,1.22882,0.516886667
1.682,5.07,3.241,0.03364,0.2535,0.03241,0.106516667
1.71,5.701,45.708,0.0342,0.28505,0.45708,0.258776667
2.246,2550.589,3.459,0.04492,127.52945,0.03459,42.53632
1.724,8.802,5.811,0.03448,0.4401,0.05811,0.177563333
5.715,6.465,112.8,0.1143,0.32325,1.128,0.52185
1.902,4.701,3.438,0.03804,0.23505,0.03438,0.10249
1.591,5.626,64.791,0.03182,0.2813,0.64791,0.320343333
1.897,4.796,3.511,0.03794,0.2398,0.03511,0.104283333
1.612,5.749,54.928,0.03224,0.28745,0.54928,0.289656667
2.841,7.44,75.081,0.05682,0.372,0.75081,0.39321
3.562,4.615,7.126,0.07124,0.23075,0.07126,0.124416667
4.533,7.565,55.65,0.09066,0.37825,0.5565,0.341803333
1.628,4.838,3.206,0.03256,0.2419,0.03206,0.102173333
4.693,8.085,6.138,0.09386,0.40425,0.06138,0.186496667
2.471,7.237,38.341,0.04942,0.36185,0.38341,0.264893333
7.247,7.187,68.844,0.14494,0.35935,0.68844,0.397576667
1.917,10.462,3.484,0.03834,0.5231,0.03484,0.19876
348.537,5.49,4.981,6.97074,0.2745,0.04981,2.431683333
1.677,4.845,3.632,0.03354,0.24225,0.03632,0.104036667
2.028,9.098,5.897,0.04056,0.4549,0.05897,0.18481
2.8,5.094,3.823,0.056,0.2547,0.03823,0.11631
6.113,6.008,6.135,0.12226,0.3004,0.06135,0.161336667
2.022,9.49,3.098,0.04044,0.4745,0.03098,0.181973333
2.969,6.417,4.779,0.05938,0.32085,0.04779,0.142673333
2.071,6.397,3.591,0.04142,0.31985,0.03591,0.132393333
1.694,4.642,4.676,0.03388,0.2321,0.04676,0.104246667
1.942,8.952,3.209,0.03884,0.4476,0.03209,0.172843333
7.192,6.381,118.518,0.14384,0.31905,1.18518,0.549356667
1.949,4.749,3.325,0.03898,0.23745,0.03325,0.103226667
3.83,5.639,4.72,0.0766,0.28195,0.0472,0.13525
1.682,4.792,5.105,0.03364,0.2396,0.05105,0.108096667
1.929,5.693,3.103,0.03858,0.28465,0.03103,0.118086667
1.966,6.599,3.599,0.03932,0.32995,0.03599,0.135086667
2.188,7.147,3.597,0.04376,0.35735,0.03597,0.145693333
3.705,9.453,6.265,0.0741,0.47265,0.06265,0.203133333
1.918,4.664,3.307,0.03836,0.2332,0.03307,0.101543333
5.954,6.369,120.872,0.11908,0.31845,1.20872,0.54875
1.995,4.767,3.232,0.0399,0.23835,0.03232,0.103523333
1.985,9.55,3.354,0.0397,0.4775,0.03354,0.18358
2.254,7.348,3.68,0.04508,0.3674,0.0368,0.14976
3.27,7.663,54.729,0.0654,0.38315,0.54729,0.331946667
1.918,4.625,3.431,0.03836,0.23125,0.03431,0.101306667
1.915,4.716,3.704,0.0383,0.2358,0.03704,0.103713333
1.94,6.039,3.3,0.0388,0.30195,0.033,0.124583333
1.983,6.242,3.692,0.03966,0.3121,0.03692,0.12956
2.18,6.41,3.642,0.0436,0.3205,0.03642,0.133506667
1.694,5.145,3.508,0.03388,0.25725,0.03508,0.108736667
1.735,6.697,53.143,0.0347,0.33485,0.53143,0.300326667
1.691,5.885,4.81,0.03382,0.29425,0.0481,0.12539
2.924,4.891,3.651,0.05848,0.24455,0.03651,0.11318
1.983,6.463,3.443,0.03966,0.32315,0.03443,0.132413333
1.876,6.805,41.675,0.03752,0.34025,0.41675,0.26484
1.635,5.682,62.974,0.0327,0.2841,0.62974,0.315513333
1.949,9.498,3.61,0.03898,0.4749,0.0361,0.183326667
1.915,4.73,3.112,0.0383,0.2365,0.03112,0.101973333
1.873,6.318,3.386,0.03746,0.3159,0.03386,0.129073333
4.927,6.262,126.345,0.09854,0.3131,1.26345,0.558363333
1.886,4.881,3.177,0.03772,0.24405,0.03177,0.104513333
1.918,9.388,3.656,0.03836,0.4694,0.03656,0.18144
1.723,5.23,4.721,0.03446,0.2615,0.04721,0.11439
1.964,8.48,3.363,0.03928,0.424,0.03363,0.165636667
1.925,7.145,3.641,0.0385,0.35725,0.03641,0.144053333
1.739,4.824,4.821,0.03478,0.2412,0.04821,0.108063333
7.558,9.477,6.131,0.15116,0.47385,0.06131,0.228773333
4.377,7.477,63.148,0.08754,0.37385,0.63148,0.36429
2.744,7.377,54.322,0.05488,0.36885,0.54322,0.322316667
1.951,4.67,3.191,0.03902,0.2335,0.03191,0.101476667
9.058,6.548,127.995,0.18116,0.3274,1.27995,0.59617
1.984,4.92,3.609,0.03968,0.246,0.03609,0.107256667
2.002,9.468,3.255,0.04004,0.4734,0.03255,0.181996667
396.336,5.497,4.966,7.92672,0.27485,0.04966,2.75041
1.989,9.093,5.692,0.03978,0.45465,0.05692,0.183783333
1.716,6.769,60.833,0.03432,0.33845,0.60833,0.327033333
1.872,7.147,3.69,0.03744,0.35735,0.0369,0.143896667
1.909,4.978,3.417,0.03818,0.2489,0.03417,0.107083333
3.498,5.131,7.311,0.06996,0.25655,0.07311,0.133206667
2.471,21.953,3.653,0.04942,1.09765,0.03653,0.394533333
1.697,4.805,3.134,0.03394,0.24025,0.03134,0.101843333
2.466,10.387,3.439,0.04932,0.51935,0.03439,0.20102
1.665,5.011,3.387,0.0333,0.25055,0.03387,0.105906667
1.716,6.62,41.234,0.03432,0.331,0.41234,0.25922
1.908,5.146,3.504,0.03816,0.2573,0.03504,0.110166667
5.926,6.278,117.85,0.11852,0.3139,1.1785,0.536973333
1.971,4.909,4.01,0.03942,0.24545,0.0401,0.108323333
1.925,5.102,5.529,0.0385,0.2551,0.05529,0.116296667
1.997,34.059,3.21,0.03994,1.70295,0.0321,0.591663333
2.893,6.484,4.593,0.05786,0.3242,0.04593,0.142663333
2.467,9.151,3.679,0.04934,0.45755,0.03679,0.181226667
1.724,4.877,3.279,0.03448,0.24385,0.03279,0.103706667
1.642,4.817,4.751,0.03284,0.24085,0.04751,0.107066667
1.919,10.35,3.341,0.03838,0.5175,0.03341,0.19643
2.005,4.887,4.874,0.0401,0.24435,0.04874,0.111063333
1.677,5.546,71.36,0.03354,0.2773,0.7136,0.34148
5.073,6.309,110.462,0.10146,0.31545,1.10462,0.507176667
1.964,4.58,3.261,0.03928,0.229,0.03261,0.100296667
1.832,6.188,43.069,0.03664,0.3094,0.43069,0.25891
1.675,4.779,4.665,0.0335,0.23895,0.04665,0.106366667
1.702,4.831,3.214,0.03404,0.24155,0.03214,0.102576667
1.621,9.098,5.599,0.03242,0.4549,0.05599,0.181103333
5.03,6.429,123.289,0.1006,0.32145,1.23289,0.551646667
1.996,9.551,3.678,0.03992,0.47755,0.03678,0.18475
2.302,5.45,124.092,0.04604,0.2725,1.24092,0.51982
1.673,4.892,3.322,0.03346,0.2446,0.03322,0.10376
2.254,5.611,3.118,0.04508,0.28055,0.03118,0.118936667
1.698,4.669,4.635,0.03396,0.23345,0.04635,0.104586667
2.146,6.209,51.492,0.04292,0.31045,0.51492,0.28943
1.719,4.806,4.816,0.03438,0.2403,0.04816,0.107613333
2.076,4.967,5.575,0.04152,0.24835,0.05575,0.115206667
1.943,10.279,3.176,0.03886,0.51395,0.03176,0.194856667
4.459,6.53,117.609,0.08918,0.3265,1.17609,0.53059
1.901,5.663,3.459,0.03802,0.28315,0.03459,0.118586667
1.762,4.91,4.546,0.03524,0.2455,0.04546,0.108733333
1.877,9.136,3.64,0.03754,0.4568,0.0364,0.176913333
1.946,5.109,3.662,0.03892,0.25545,0.03662,0.11033
2.203,4.884,4.714,0.04406,0.2442,0.04714,0.1118
2.083,8.974,5.61,0.04166,0.4487,0.0561,0.182153333
3.227,4.941,3.59,0.06454,0.24705,0.0359,0.11583
2.465,9.256,3.475,0.0493,0.4628,0.03475,0.182283333
1.68,4.681,4.762,0.0336,0.23405,0.04762,0.10509
1.94,6.042,3.283,0.0388,0.3021,0.03283,0.124576667
1.625,4.82,3.215,0.0325,0.241,0.03215,0.101883333
2.037,4.916,3.355,0.04074,0.2458,0.03355,0.106696667
2.017,6.411,3.217,0.04034,0.32055,0.03217,0.13102
1.999,4.742,3.182,0.03998,0.2371,0.03182,0.102966667
2.027,5.923,3.265,0.04054,0.29615,0.03265,0.123113333
3.87,5.68,4.859,0.0774,0.284,0.04859,0.136663333
1.926,21.667,3.316,0.03852,1.08335,0.03316,0.38501
2.83,6.234,4.891,0.0566,0.3117,0.04891,0.13907
1.941,4.786,3.49,0.03882,0.2393,0.0349,0.10434
1.86,5.021,3.297,0.0372,0.25105,0.03297,0.107073333
1.707,4.812,4.91,0.03414,0.2406,0.0491,0.107946667
1.985,7.935,3.591,0.0397,0.39675,0.03591,0.157453333
2.009,4.744,3.568,0.04018,0.2372,0.03568,0.104353333
1.787,5.989,66.77,0.03574,0.29945,0.6677,0.334296667
1.886,4.985,3.463,0.03772,0.24925,0.03463,0.1072
2.961,7.392,68.45,0.05922,0.3696,0.6845,0.371106667
1.866,6.379,3.545,0.03732,0.31895,0.03545,0.130573333
3.663,5.594,3.611,0.07326,0.2797,0.03611,0.12969
1.908,4.653,5.815,0.03816,0.23265,0.05815,0.109653333
3.117,7.406,57.537,0.06234,0.3703,0.57537,0.336003333
1.984,5.788,3.207,0.03968,0.2894,0.03207,0.120383333
2.208,8.553,3.849,0.04416,0.42765,0.03849,0.1701
321.846,5.095,6.226,6.43692,0.25475,0.06226,2.25131
290.007,36.302,7.261,5.80014,1.8151,0.07261,2.562616667
2.232,5.156,3.618,0.04464,0.2578,0.03618,0.112873333
1.896,7.397,38.308,0.03792,0.36985,0.38308,0.263616667
2.005,6.416,5.642,0.0401,0.3208,0.05642,0.139106667
2.852,7.332,73.203,0.05704,0.3666,0.73203,0.385223333
1.925,4.746,3.497,0.0385,0.2373,0.03497,0.10359
1.853,9.174,3.315,0.03706,0.4587,0.03315,0.176303333
531.988,4.845,6.193,10.63976,0.24225,0.06193,3.64798
2.315,6.288,3.604,0.0463,0.3144,0.03604,0.132246667
1.842,5.171,5.575,0.03684,0.25855,0.05575,0.117046667
1.949,31.126,3.38,0.03898,1.5563,0.0338,0.543026667
2.324,6.352,4.925,0.04648,0.3176,0.04925,0.137776667
1.902,8.374,3.363,0.03804,0.4187,0.03363,0.163456667
2.417,6.405,3.735,0.04834,0.32025,0.03735,0.135313333
2.36,8.345,3.489,0.0472,0.41725,0.03489,0.166446667
403.585,4.851,6.106,8.0717,0.24255,0.06106,2.79177
