img-dnn,xapian,masstree,50,20,100,hist
2.061,41.612,5.905,0.04122,2.0806,0.05905,0.726956667
8.268,4.794,5.014,0.16536,0.2397,0.05014,0.151733333
1.621,8.901,5.845,0.03242,0.44505,0.05845,0.17864
1.667,4.763,4.928,0.03334,0.23815,0.04928,0.106923333
2.333,6.381,66.762,0.04666,0.31905,0.66762,0.344443333
1.941,6.047,3.339,0.03882,0.30235,0.03339,0.124853333
1.868,5.631,3.294,0.03736,0.28155,0.03294,0.117283333
1.983,4.931,5.789,0.03966,0.24655,0.05789,0.1147
1.966,7.935,3.334,0.03932,0.39675,0.03334,0.15647
2.408,8.951,3.702,0.04816,0.44755,0.03702,0.177576667
6.147,8.227,5.955,0.12294,0.41135,0.05955,0.197946667
1.724,4.735,4.683,0.03448,0.23675,0.04683,0.10602
1.705,7.816,6.046,0.0341,0.3908,0.06046,0.161786667
5.39,6.381,114.242,0.1078,0.31905,1.14242,0.52309
1.858,6.557,3.298,0.03716,0.32785,0.03298,0.132663333
1.921,4.904,3.449,0.03842,0.2452,0.03449,0.106036667
1.909,21.456,3.475,0.03818,1.0728,0.03475,0.38191
3.211,6.397,4.893,0.06422,0.31985,0.04893,0.144333333
6.81,7.287,63.503,0.1362,0.36435,0.63503,0.378526667
1.719,4.782,4.598,0.03438,0.2391,0.04598,0.106486667
2.024,22.059,3.341,0.04048,1.10295,0.03341,0.39228
3.2,5.865,4.727,0.064,0.29325,0.04727,0.13484
2.954,4.852,3.874,0.05908,0.2426,0.03874,0.113473333
1.583,5.396,3.681,0.03166,0.2698,0.03681,0.112756667
1.928,6.465,3.307,0.03856,0.32325,0.03307,0.131626667
2.019,5.688,3.292,0.04038,0.2844,0.03292,0.119233333
1.89,8.301,3.461,0.0378,0.41505,0.03461,0.162486667
440.013,6.477,10.688,8.80026,0.32385,0.10688,3.076996667
6.203,6.895,74.732,0.12406,0.34475,0.74732,0.405376667
2.412,6.436,3.549,0.04824,0.3218,0.03549,0.135176667
2.332,25.539,3.715,0.04664,1.27695,0.03715,0.45358
7.968,5.467,3.45,0.15936,0.27335,0.0345,0.155736667
1.737,5.075,3.3,0.03474,0.25375,0.033,0.107163333
1.703,6.021,3.209,0.03406,0.30105,0.03209,0.1224
2.778,6.239,4.935,0.05556,0.31195,0.04935,0.138953333
2.76,4.802,5.735,0.0552,0.2401,0.05735,0.11755
2.149,10.166,5.849,0.04298,0.5083,0.05849,0.203256667
3.277,7.193,73.401,0.06554,0.35965,0.73401,0.3864
1.631,4.693,4.889,0.03262,0.23465,0.04889,0.105386667
3.745,4.878,5.828,0.0749,0.2439,0.05828,0.125693333
1.715,5.692,57.021,0.0343,0.2846,0.57021,0.29637
1.696,9.089,5.918,0.03392,0.45445,0.05918,0.182516667
2.986,4.824,5.827,0.05972,0.2412,0.05827,0.11973
4.719,7.277,65.752,0.09438,0.36385,0.65752,0.371916667
1.921,7.863,3.256,0.03842,0.39315,0.03256,0.15471
3.268,4.939,3.788,0.06536,0.24695,0.03788,0.11673
2.488,21.852,3.899,0.04976,1.0926,0.03899,0.393783333
1.887,6.752,48.245,0.03774,0.3376,0.48245,0.28593
1.567,4.9,6.098,0.03134,0.245,0.06098,0.11244
1.791,7.063,3.164,0.03582,0.35315,0.03164,0.140203333
6.019,7.05,6.185,0.12038,0.3525,0.06185,0.178243333
3.125,29.604,4.748,0.0625,1.4802,0.04748,0.53006
331.413,4.859,6.064,6.62826,0.24295,0.06064,2.310616667
2.165,5.855,3.664,0.0433,0.29275,0.03664,0.12423
2.013,10.793,3.467,0.04026,0.53965,0.03467,0.20486
1.668,4.755,5.699,0.03336,0.23775,0.05699,0.109366667
1.665,6.411,3.199,0.0333,0.32055,0.03199,0.128613333
2.186,6.295,3.529,0.04372,0.31475,0.03529,0.131253333
1.939,4.832,3.392,0.03878,0.2416,0.03392,0.104766667
1.976,5.948,3.634,0.03952,0.2974,0.03634,0.12442
1.912,33.856,3.156,0.03824,1.6928,0.03156,0.587533333
1.694,5.766,44.799,0.03388,0.2883,0.44799,0.256723333
3.896,4.761,7.025,0.07792,0.23805,0.07025,0.12874
1.896,29.77,3.342,0.03792,1.4885,0.03342,0.519946667
2.939,2734.977,6.082,0.05878,136.74885,0.06082,45.62281667
1.859,8.742,5.668,0.03718,0.4371,0.05668,0.176986667
2.464,6.553,3.497,0.04928,0.32765,0.03497,0.1373
538.741,4.982,6.368,10.77482,0.2491,0.06368,3.695866667
1.969,4.721,3.255,0.03938,0.23605,0.03255,0.10266
1.884,34.291,3.194,0.03768,1.71455,0.03194,0.594723333
2.875,4.943,3.515,0.0575,0.24715,0.03515,0.113266667
1.909,9.15,3.759,0.03818,0.4575,0.03759,0.177756667
1.973,6.574,3.511,0.03946,0.3287,0.03511,0.134423333
2.318,36.031,3.573,0.04636,1.80155,0.03573,0.62788
3.153,4.858,3.553,0.06306,0.2429,0.03553,0.11383
1.953,9.207,3.689,0.03906,0.46035,0.03689,0.178766667
1.938,4.973,3.567,0.03876,0.24865,0.03567,0.107693333
1.908,4.719,3.571,0.03816,0.23595,0.03571,0.103273333
3.25,5.418,116.357,0.065,0.2709,1.16357,0.499823333
1.992,8.308,3.571,0.03984,0.4154,0.03571,0.16365
5.885,6.358,123.563,0.1177,0.3179,1.23563,0.557076667
1.836,5.762,3.321,0.03672,0.2881,0.03321,0.119343333
1.992,33.257,3.502,0.03984,1.66285,0.03502,0.579236667
2.897,5.524,114.023,0.05794,0.2762,1.14023,0.491456667
2.019,5.122,3.202,0.04038,0.2561,0.03202,0.1095
1.879,9.24,3.304,0.03758,0.462,0.03304,0.17754
3.09,4.832,3.578,0.0618,0.2416,0.03578,0.11306
5.408,5.122,5.666,0.10816,0.2561,0.05666,0.140306667
1.924,41.248,3.253,0.03848,2.0624,0.03253,0.711136667
222.592,7.474,127.814,4.45184,0.3737,1.27814,2.03456
1.908,42.011,3.616,0.03816,2.10055,0.03616,0.724956667
2.034,5.672,3.641,0.04068,0.2836,0.03641,0.12023
1.92,25.332,3.572,0.0384,1.2666,0.03572,0.446906667
8.567,6.324,118.728,0.17134,0.3162,1.18728,0.558273333
1.727,4.781,4.598,0.03454,0.23905,0.04598,0.106523333
5.322,33.453,6.169,0.10644,1.67265,0.06169,0.613593333
1.577,4.799,3.469,0.03154,0.23995,0.03469,0.10206
1.948,4.862,3.296,0.03896,0.2431,0.03296,0.105006667
1.918,5.099,3.226,0.03836,0.25495,0.03226,0.108523333
1.935,40.943,3.323,0.0387,2.04715,0.03323,0.70636
2.265,4.857,3.636,0.0453,0.24285,0.03636,0.10817
1.93,25.179,3.182,0.0386,1.25895,0.03182,0.443123333
3.827,7.49,52.636,0.07654,0.3745,0.52636,0.3258
3.875,4.854,5.561,0.0775,0.2427,0.05561,0.12527
1.887,33.892,3.255,0.03774,1.6946,0.03255,0.588296667
1.614,5.757,42.31,0.03228,0.28785,0.4231,0.247743333
2.086,6.366,59.655,0.04172,0.3183,0.59655,0.318856667
1.545,4.802,5.768,0.0309,0.2401,0.05768,0.10956
5.811,6.485,5.882,0.11622,0.32425,0.05882,0.16643
2.376,4.91,3.676,0.04752,0.2455,0.03676,0.109926667
3.261,37.803,5.017,0.06522,1.89015,0.05017,0.668513333
3.157,4.897,3.807,0.06314,0.24485,0.03807,0.115353333
2.366,6.604,3.866,0.04732,0.3302,0.03866,0.138726667
2.309,25.402,3.641,0.04618,1.2701,0.03641,0.450896667
1.634,4.864,3.504,0.03268,0.2432,0.03504,0.10364
1.925,30.953,3.389,0.0385,1.54765,0.03389,0.540013333
9.178,6.34,114.502,0.18356,0.317,1.14502,0.548526667
1.55,4.84,4.771,0.031,0.242,0.04771,0.106903333
2.279,21.981,3.756,0.04558,1.09905,0.03756,0.394063333
3.268,4.922,3.731,0.06536,0.2461,0.03731,0.116256667
1.883,37.461,5.676,0.03766,1.87305,0.05676,0.655823333
437.798,5.066,6.276,8.75596,0.2533,0.06276,3.024006667
1.672,8168.528,5.611,0.03344,408.4264,0.05611,136.1719833
1.719,5.097,3.173,0.03438,0.25485,0.03173,0.106986667
2.185,35.752,3.61,0.0437,1.7876,0.0361,0.622466667
1.677,4.936,3.177,0.03354,0.2468,0.03177,0.104036667
1.944,25.467,3.506,0.03888,1.27335,0.03506,0.449096667
3.224,4.867,3.7,0.06448,0.24335,0.037,0.114943333
1.68,40.117,4.512,0.0336,2.00585,0.04512,0.694856667
1.872,5.702,3.228,0.03744,0.2851,0.03228,0.118273333
1.837,6.448,3.343,0.03674,0.3224,0.03343,0.130856667
3.737,5.018,5.63,0.07474,0.2509,0.0563,0.127313333
2.007,4.738,5.866,0.04014,0.2369,0.05866,0.1119
2.872,41.378,4.94,0.05744,2.0689,0.0494,0.725246667
2.083,5.046,4.671,0.04166,0.2523,0.04671,0.113556667
1.942,33.92,3.582,0.03884,1.696,0.03582,0.59022
2.01,5.706,3.512,0.0402,0.2853,0.03512,0.120206667
1.933,25.368,3.576,0.03866,1.2684,0.03576,0.447606667
1.898,5.692,3.543,0.03796,0.2846,0.03543,0.11933
2.023,36.212,3.221,0.04046,1.8106,0.03221,0.627756667
1.985,4.868,4.699,0.0397,0.2434,0.04699,0.11003
1.922,4.86,3.169,0.03844,0.243,0.03169,0.104376667
1.748,5.061,3.488,0.03496,0.25305,0.03488,0.10763
3.043,4.914,7.517,0.06086,0.2457,0.07517,0.127243333
1.788,6.668,47.549,0.03576,0.3334,0.47549,0.28155
1.918,25.48,3.503,0.03836,1.274,0.03503,0.44913
2.293,4.813,3.72,0.04586,0.24065,0.0372,0.107903333
2.053,25.144,3.242,0.04106,1.2572,0.03242,0.44356
2.307,4.804,3.84,0.04614,0.2402,0.0384,0.108246667
